TargetedAdIm_Fm1,GeneralDiscussionIm_Fm1,BiofeedbackIm_Fm1,SkillsTrainingIm_Fm1,CognitiveTheropyIm_Fm1,HighCarbIm_Fm1,VeryLowCarbIm_Fm1,GeneralEducationIm_Fm1,LowCarbIm_Fm1,RelaspsePreventionIm_Fm1,NormalCarbIm_Fm1,RelaxationIm_Fm1,ProblemSolvingIm_Fm1,CarbCountingInsulinIm_Fm1,SocialSupportIm_Fm1,SpatiotemporalThreadIm_Fm1,BehaviorTherapyIm_Fm1,SlidingScaleInsulinIm_Fm1,SensualThreadIm_Fm1,GamificationIm_Fm1,QuizIm_Fm1,ExerciseIm_Fm1,DietIm_Fm1,EmotionalThreadIm_Fm1,MiscellaneousIm_Fm1,
5.749471882979075,5.465759714444479,4.912954946358999,4.803607801596323,5.239937047163645,9.39151201309583,41.74081674806814,4.790792981783549,37.897928905835556,5.383131543795268,31.66948546089489,4.51955403884252,4.741078356901805,39.73810526941983,4.8506387273470555,5.228651687502861,4.5163430372873945,40.113425897476255,4.785520575940609,4.948702385028203,5.07667017976443,4.7212623953819275,4.977426012357077,5.34796117246151,4.377605378627777,
6.125126798947653,6.093925555547079,5.555593689282736,5.232882837454477,5.7734031677246085,9.785456545713973,45.879845334941905,5.654810269673666,41.65390258571503,6.087433735529582,34.54588708285024,5.2004080812136335,5.261111815770468,43.51553222862075,5.364685237407683,5.758335500955582,4.946326275666555,43.93582601475836,5.146128512918949,5.4244302312533055,5.697649488846461,5.147093772888184,5.211990078290304,6.0480916276574135,4.940563937028249,
6.635725190242132,6.419883430004121,5.9820494055747995,5.8134353160858145,6.360156496365864,10.373607691025587,50.066645987044936,6.190861364205679,45.65617017752957,6.508304496606192,37.61304598441582,5.78467079003652,5.42865812778473,47.34171158025595,5.584554175535837,6.224997460842133,5.3980480432510385,30.57265891731621,5.749296464025974,5.857923825581868,6.12739705046018,5.497440715630849,5.534785409768423,6.701770089566708,5.598291496435801,
7.342214902242025,6.909984966119131,6.468436042467754,6.291519860426584,6.966932336489358,10.59027747631939,54.15614917846451,6.720435857772828,49.06799736692549,7.250364164511363,40.28926914411375,6.386686921119691,5.836328983306886,51.102588981371696,5.800235013167063,6.605971686542034,5.9467573563257865,17.262073664708925,6.255874902009964,6.330178568760553,6.693520317475001,5.844292879104614,6.143073081970216,7.255487710237503,6.14221042394638,
7.712692687908809,7.495151758193971,6.803326229254406,6.9495315949122105,7.486075143019357,10.776964262899943,58.23674852472693,7.337003389994305,52.392428618078064,7.6401355266571045,42.9247318614185,6.702076633771261,6.0684467156728115,54.869618313226475,6.296392858028411,7.023335203528404,6.655222535133363,4.007364792509126,6.732332780957222,6.757688641548156,7.412824173768362,6.524524529774983,6.738483607769013,7.687743790447712,7.021191537380218,
8.047043691078823,7.866637329260509,7.521501044432323,7.671668907006581,7.96094646056493,11.372653888537155,62.42525918990348,8.083279490470888,56.347287469734134,8.527834932009378,45.97730326337198,7.2909482320149746,6.589774449666342,58.73074360354873,6.744721273581186,7.593883492052555,7.366610010464987,-9.193920365402953,7.18898718804121,7.330777615308761,7.862891763448716,6.72087808450063,7.229379991690319,8.17485947906971,7.198015729586283,
8.648852835098904,8.379348794619244,7.7898407379786185,8.104510327180225,8.459045529365538,11.766588731400887,66.5642852198204,8.243807593981426,59.98782110735035,8.782481531302134,48.81747326416344,7.521575450897218,7.192512432734172,62.561719499502466,7.438368678092956,8.2753332182765,8.143391966819763,-22.347449061900036,7.711595341563225,7.674339592456817,8.40078549583753,7.319068213303884,7.569851338863374,8.795417703688145,7.403654078642527,
9.17123529314995,8.935437798500063,8.549059530099234,8.438759704430897,8.747256775697071,12.375208891045428,70.75570309243585,8.380609472592672,63.9268184618424,9.46680361032486,51.870824803077916,7.90330320596695,7.761822899182638,66.44315763974451,7.845586399237314,8.761730246245861,8.576303581396738,-35.4602837882789,8.145524151623249,8.023299405972162,8.956165393193563,7.79063081741333,7.993875861167909,9.338707000017166,7.956888655821482,
9.669903695583345,9.345826407273613,9.204496304194134,8.813467423121134,9.362018644809721,12.660412409461138,74.86499385639272,8.811586836973827,67.33885757542487,10.239915251731873,54.585330820627874,8.696881413459778,8.373940785725912,70.26805656991372,8.465645511945088,9.39711681753397,8.986107369263966,-48.53968956285121,8.888771556317806,8.555876751740772,9.402731368939083,8.172518412272135,8.622549494107565,9.940225720405579,8.52509703238805,
10.084019740422569,9.65012288093567,9.645297924677532,9.223723948001862,9.633805274963377,13.253608871539942,79.0529402069513,9.257166266441347,71.23475714075651,10.585984547932943,57.61500488609079,9.177757064501444,9.111463646094005,74.15843965367756,9.219798405965168,10.036564894020557,9.535948236783344,-61.59243175761192,9.35172352194786,9.021146724621454,9.89496182401975,8.848589698473612,8.944989522298178,10.486819855868816,9.208477477232615,
10.636303126811983,9.8975727558136,10.292436718940737,9.986031095186869,9.994092961152393,13.793942230402696,83.22863730162247,9.666540582974754,75.04793403175258,11.102582971254986,60.58843343374075,9.721740265687306,9.666572729746502,78.04281934910958,9.722512046496073,10.75106581300497,9.963379025459288,-74.62442553162401,10.038071125745773,9.439400802055994,10.265116572380066,9.238999485969543,9.558905104796093,11.178793951869011,9.634832978248596,
10.952541013558708,10.444299519062044,10.60976682106654,10.478664557139078,10.600948691368101,14.411318880203549,87.4220052350625,9.969948053359987,78.96213471919701,11.678134342034658,63.63728137293607,10.254427095254261,10.239407042662304,81.94496297015831,10.371479789415995,11.314324624836445,10.353808939456938,-70.69382273941665,10.476301290094852,10.08697552482287,10.593791782855988,9.678049743175507,9.991306722164156,11.714544348418713,10.109109024206797,
11.358312288920088,11.047963082790377,10.808339854081472,10.98209547996521,11.325718919436135,14.924267078329574,91.59114608650195,10.51776307821274,82.72252384901958,12.208080053329468,66.57889828133214,11.114076058069864,10.686120847860973,85.82958966563635,11.037601510683695,11.870413959026337,10.536329686641691,-83.69821306167594,11.218087166547775,10.411796778440475,10.885356922944387,10.266250749429068,10.332312961419426,12.121697202324867,10.45401112238566,
12.09396885832151,11.468299905459087,11.442836622397106,11.60837326447169,11.897333780924477,15.607997122849666,95.79879389575237,11.033801913261415,86.71337568807824,12.641389588514963,69.69076457822213,11.568313777446747,11.313598692417147,89.74814498811656,11.59007962544759,12.320568911731243,11.033912380536396,-96.69395132360505,11.815704621374607,11.026173830032349,11.345184852679571,10.482578814029694,10.45998138189316,12.387345999479294,11.074061572551727,
12.523265779018404,12.119011819362642,11.809551358222963,12.081905682881672,12.283654749393461,16.129525134052326,99.97000413021362,11.508696417013805,90.48025533221563,12.978605449199677,72.63904516046871,12.029666304588318,11.629229625066124,93.63735348933622,12.065217594305674,12.764571718871593,11.431157290935515,-109.68346400237319,12.305364951491356,11.4590112666289,11.604472637176514,11.05717126528422,10.96974970897039,13.028245501220226,11.62246165672938,
13.065706809361778,12.653538107872011,12.247943361600242,12.78973094622294,13.03337905804316,16.595252807587546,104.12750859388385,12.0059405763944,94.15771788619644,13.290610412756601,75.52934072409573,12.228899558385214,11.940288484096529,97.51679742926082,12.688934703667957,13.169821225106716,12.004550298055012,-122.6685860812014,12.85946573317051,11.892306983470917,12.140136937300364,11.475332796573639,11.459069351355238,13.518993087112904,12.17146223783493,
13.709600935379667,13.290028770764671,12.957596182823183,13.47469025850296,13.780088027318316,16.875149558394025,108.23529556005188,12.432518502076467,97.50573415333592,13.606702625751495,78.22345846880914,12.74240694443385,12.483636001745861,101.3609739698383,12.982515652974445,13.693519949913025,12.50394421815872,-135.65068268088825,13.297541178762913,12.423745920260748,12.667374312877655,11.754372537136078,11.709835728009544,14.090955801308155,12.627416352430979,
13.986410886049274,13.909696658452354,13.361814618110659,13.987612783908844,14.253933429718014,17.557060589054995,112.44256373680494,12.903417785962423,101.48895022366918,14.206309298674265,81.33142745559354,13.441315770149233,13.069754739602407,105.2821809293038,13.153362313906351,14.276394627988338,12.803386410077412,-131.71060766210684,13.862157724797726,12.795025775829952,12.949452797571817,11.92402470111847,12.264468272527061,14.39032630622387,13.094366133213043,
14.386453161636991,14.402824044227602,13.813140412171684,14.490651905536652,14.87255670626958,18.02568816038923,116.60079477550363,13.618211249510448,105.16810843299801,14.85663072268168,84.22380647842301,13.934772213300072,13.676033794879913,109.16344655325203,13.485466639200846,14.724186316132545,13.111022134621937,-127.77019289939155,14.484268881380558,13.338264405727388,13.530379623174667,12.480535765488943,12.556900997956596,14.824968725442886,13.488211770852407,
14.758708526690803,15.144160767396293,14.171212414900465,15.095442712306976,15.379381517569222,18.475805447668357,120.75436137556292,13.856001734733583,108.81672745423167,15.435724794864655,87.09690107393973,14.215915004412336,14.52250107129415,113.0413342460939,14.332189400990803,15.111024551093578,13.77061343193054,-123.8295721725434,15.032543741166592,13.599959184726082,14.148492842912674,13.159169058005016,13.057456076145174,15.416448168456554,13.718475619951885,
15.396567294994993,15.404654006163282,14.857570668061577,15.578861792882284,15.964567561944323,18.996987554345296,124.92548844994226,14.440769453843437,112.57780857054058,15.988142748673758,90.04313336805974,14.660422702630363,14.759065449237823,116.93283939388026,14.633570830027262,15.620703488588333,14.53455352783203,-119.88883873299427,15.529059410095215,14.031145850817365,14.697732418775558,13.852786878744762,13.283500631650291,15.805656909942627,13.938117782274883,
15.789500435193382,15.896997908751173,15.266243378321333,16.06712810198466,16.572366098562874,19.705990880832584,129.1383408394601,14.877437154452009,116.59244112746453,16.699063162008922,93.17734619368865,15.07026263078054,15.145347714424133,120.85959222364541,15.231956521670023,16.16051860898733,15.003369172414143,-115.94805612818534,16.02657401561737,14.54791965087255,15.234939495722452,14.328023890654247,13.683137238025667,16.190738826990128,14.39667981863022,
16.26164841651917,16.26536909739177,15.747081160545353,16.463487446308136,17.12179887294769,20.014852722462283,133.25427697367493,15.391677776972456,119.99243166647469,17.268471141656242,95.90171257905033,15.778215328852339,15.503180901209513,124.71038938465689,15.948240359624226,16.655125476419926,15.28492510318756,-112.00726632454858,16.508802473545074,15.250101635853452,15.578524271647135,15.074914276599886,14.026701013247173,16.684673309326172,14.937107980251314,
16.78063410520554,16.84322196245194,16.040358980496727,17.177385528882343,17.61830812692642,20.58317625791882,137.436527138403,16.061895151933037,123.8233325227769,17.64081637064616,98.89587290052141,16.29385703802109,16.03200433651606,128.610836750344,16.626218259334564,17.19111156463623,16.149339457352955,-108.06649485611624,16.962543062865734,15.592750181754433,16.09684564669927,15.858475228150688,14.211464762687685,17.326210372149944,15.38881059487661,
17.127391219139103,17.384793957074486,16.603852470715843,17.895917892456055,18.296996017297104,21.293942126475315,141.6497375977166,16.615712662537895,127.84007405963973,17.898137589295708,102.03183302919686,16.91908603906632,16.521916647752125,132.5378843480448,17.030012269814808,17.701434068381786,16.66407908995946,-121.04401926212437,17.36876580864191,16.285318374633793,16.60198484857877,16.54188007116318,14.584446529547375,17.830460272729397,15.779121577739717,
17.36713568369548,17.981794416904453,17.431673069794975,18.566022098064423,18.636922836303707,21.982456812283537,145.85838075231513,17.02962241570155,131.83047992638666,18.25139574209849,105.1459819434802,17.377207656701408,17.06376435359319,136.46077502940395,17.463756163914997,18.143874742090702,17.369785288969673,-134.02169578263664,17.996650524437428,16.64241308967273,17.10881233215332,17.144745230674747,14.86610915263494,18.324608221650124,16.011838058630627,
17.996687461932506,18.317738910516105,17.928953230381016,19.030350029468536,19.16196936368942,22.294544591978777,149.97521554615733,17.343487083911896,135.23676237156965,18.58626542488734,107.87386421978086,17.633204181989036,17.598891735076904,140.31209386259948,18.06644103924433,18.645619064569473,17.975117286046345,-146.99953413026518,18.434167571365833,17.17937121788661,17.674965173006058,17.632721821467086,15.456834455331167,18.77717474102974,16.628919104735058,
18.548009455204017,18.396360735098522,18.51725631952286,19.49972629547119,19.731122672557827,22.72816240936103,154.12457138569525,17.776495158672333,138.85802310361552,18.912705997625988,110.72981268999123,18.32198133071264,18.08482225735982,144.1868195307624,18.349037965138752,19.26751282811165,18.560588578383125,-159.97753337080275,19.00598754733801,17.68543487787247,18.045593857765198,18.225472946961727,15.88246403137843,19.215408474206924,17.11870962381363,
18.881671826044727,18.958254297574364,19.119797488053642,20.192298233509064,20.150119622548416,23.46639077221644,158.34327786714562,18.15322248140971,142.9061182150487,19.674628178278606,113.89263368166245,18.54914846022924,18.60224320491155,148.11882754507175,18.939459125200905,19.754692435264587,18.88228619098663,-172.9556860358754,19.37952233850956,18.109288622935615,18.706830104192097,18.515736381212875,16.261159300804138,19.799333959817886,17.54087911049525,
19.457148164510734,19.45725609858831,19.88749102751414,20.611922045548756,20.908766130606327,24.224662783052622,162.5658962667397,18.50418986876806,146.97598274950442,20.168445865313213,117.0748989152123,19.010459343592327,19.25104260444641,152.0545047874422,19.512478510538735,20.40748158097267,19.358862837155655,-185.93398076692742,19.965151332318783,18.44702932238579,19.404768258333206,18.925747255484268,16.802448749542236,20.32681518048048,18.23355539639791,
20.056736459334697,20.09946922461192,20.38556545972824,21.173769533634186,21.322517951329544,24.965094258142468,166.78503685080096,18.95565684636434,151.02659237099527,20.40794130166372,120.23989566565032,19.671633740266167,19.408058802286785,155.986868604708,19.85311581691106,20.731857024133205,19.76079960664113,-198.91240408146882,20.494305960834026,19.020021051168445,19.929596265157063,19.387148280938472,17.244266887505848,20.84348089247942,19.050681670506798,
20.62321590383848,20.772667725880943,20.717703580856323,21.53671012322108,22.08686965703964,25.28971517410445,170.90534592889134,19.48336450258891,154.45646308485377,20.672147274017338,122.98122500393333,20.540073355038963,19.768126090367637,159.84047584054207,20.53165386120478,21.15332454442978,20.114381730556484,-194.9719292074977,21.09932990372181,19.346375515063606,20.421333293120064,19.53924510876338,17.35798144340515,21.2869665697217,19.406704366207126,
21.191524207592018,21.19002805153529,21.333620587984722,22.072969178358715,22.61625452836354,25.91159696429689,175.09971125046908,20.272849321365356,158.36230031496936,21.184753298759464,126.02942198049558,21.11170597871145,20.393468777338665,163.75074982578718,21.15870169798533,21.657202914357185,20.66265894969304,-191.03148032968076,21.67319981753826,20.049711465835575,20.919206579526264,20.254610915978756,17.897591412067413,21.815578125417233,19.89561893542608,
21.630798319975543,21.51096304257711,22.010679920514427,22.324290931224823,23.195962031682328,26.345190500662945,179.2490608567037,20.807221631209057,161.98387384265484,21.74311306079229,128.88545040545995,21.416951239109043,21.085373322168987,167.62532553401942,21.47735532124837,22.078107751905918,21.44168615341186,-187.09105382093966,22.13995899260044,20.5471822321415,21.380991985400517,20.75127389033636,18.418935696283977,22.313140012323856,20.39001995325089,
22.20445182919503,21.962544997533165,22.170669873555504,22.905377745628357,23.81135980288187,26.791693305452384,183.4017092817418,21.37728230158488,165.62692950334974,22.22101030747096,131.75491157435837,21.912640392780308,21.541931291421257,171.50235818100484,21.95329087972641,22.539119854569435,21.869427045186356,-183.15064629348151,22.72015778720379,21.039533595244094,21.804890145858128,21.514993707338974,19.091272572676342,23.04148231446743,20.70484264691671,
22.53394090135893,22.282820343971256,22.529150843620304,23.529376645882923,24.343391418457024,27.091066324254925,187.51499167002046,21.797638376553856,169.00999531043,22.833907822767895,134.4693803556613,22.59621409575145,21.61280417442322,175.35099667888267,22.291564881801605,23.050751879811287,22.443033138910923,-179.21025466112613,23.233083203434944,21.539514511823658,22.355764667193093,21.729885756969455,19.453516125679016,23.451912879943848,21.088421583175663,
23.000042011340465,22.965634961922966,23.3538968761762,24.17960711320241,24.812780737876885,27.395958253631,191.62981942545045,22.291961332162224,172.40343815960983,23.184217790762585,137.18974930810762,22.927371422449752,22.249506433804832,179.20069773210926,22.632726391156513,23.46062619239092,23.18414276838302,-175.26987617119852,23.72029437124729,22.113055845101677,22.78301018476486,22.18483392397563,19.862239181995392,23.92326509207487,21.603762507438663,
23.74696627259255,23.524948398272198,24.19833987951279,24.849381526311237,25.26262172063191,28.04478486087487,195.83006581179734,22.965077360471092,176.3447722921476,23.662433683872223,140.26483655455021,23.50187548001608,22.613118807474773,183.1159523969992,23.542035619417824,23.756756961345673,23.856177846590672,-171.32950841340556,24.190988413989544,22.84877339998881,23.38630108038584,22.756131788094844,20.60896058877309,24.528032280504704,22.071902930736545,
24.49748987952869,23.729088366031647,24.563324550787613,25.20076674222946,25.86470482746759,28.593259675344243,200.00768450051848,23.66291791200638,180.14740906680814,24.406145970026653,143.23909087059616,24.110606551170356,23.169406235218048,187.01234262939585,24.024475296338398,24.137574292719364,24.154351592063897,-167.38914931193426,24.592159174382687,23.125780254602432,24.030416150887806,23.01513121525447,21.301499704519905,25.022224485874176,22.69285283486049,
24.761374513308215,24.086564242839813,24.713192244370784,25.69587806860606,26.447509666283917,29.253280167475367,204.2103313969308,23.855396250883743,184.1030457932784,24.721510410308838,146.3252895166225,24.539642870426185,23.77683965365092,190.92967504805264,24.42218554019928,24.579359009861946,24.651233911514275,-163.44879710598752,25.10734637081623,23.77980548143387,24.4171741604805,23.913890560468044,21.707736670970913,25.328585259616375,23.494395554065708,
25.411215672890354,24.52960979938507,25.275709609190628,26.412190337975822,26.840358058611542,29.752118666272974,208.37603892360298,24.661670664946243,187.83030640574395,25.437863409519196,149.24883599362627,24.902456204096485,24.346256275971733,194.81664404778587,24.786010424296062,25.133936882019043,25.07055203119913,-159.50845032302058,25.549327991902828,24.327787846326828,24.949322193861008,24.37655460834504,22.228216687838234,25.80003397166729,24.010082185268406,
26.05751716097197,25.123893082141876,25.82861290375392,26.88540001710256,27.6683352390925,30.081509066104243,212.4976629703926,25.29085320234299,191.2692204935557,26.017039438088734,151.99531041780833,25.461870928605407,24.972888747851055,198.67107194446422,25.473193426926933,25.39593930542469,25.487604657808934,-155.56810774805044,26.059867464005947,24.817279716332752,25.244208534558613,24.749671836694088,22.6897390683492,26.104437842965126,24.27303727467855,
26.61110801498096,25.481263776620228,26.253577768802646,27.328997890154522,28.06536227464675,30.38833661488621,216.61303148058744,25.992525398731235,194.66636521815715,26.577782650788624,154.7177672346828,26.102787574132293,25.577085991700493,202.52111825408178,26.084194759527843,25.813220113515854,25.77110197146733,-151.62776839160153,26.79924262315035,25.431895067294437,25.653272430102028,25.502941707770034,23.232261379559834,26.653344362974167,25.002097686131798,
27.37128999829293,26.169513523578644,26.58254279692968,27.68943782647451,28.45535425345102,30.825152173908425,220.76320728937392,26.576088865598045,198.29348448380097,27.2477184732755,157.5771988994286,26.53371447324754,25.92251918713252,206.39624221796112,26.55990489323934,26.29080729931593,25.918098330497738,-147.68743145814284,27.25486173480749,25.83783401052157,26.192989687124886,25.875650922457382,23.713225960731506,27.08991515636444,25.54744895299276,
27.79899156093598,26.820628027121227,26.76725067694982,28.485220491886142,28.81977846225102,31.28343171301543,224.91883849133646,27.346307973066967,201.95599746232938,27.698140124479927,160.45891410326448,26.818568408489238,26.473501443862915,210.27547093747648,27.164988040924076,26.763616554439068,26.29394121964772,-143.7470963162786,27.635474905371666,26.24412220716476,26.75911677877108,26.146921912829086,24.22186342875163,27.54156879335642,26.006858587265018,
28.38643643260003,27.254903276761375,27.588718215624493,29.411804775396988,29.26157114903131,31.822159556997786,229.09415514724944,27.94947103659312,205.7442139768379,28.228433231512703,163.42326625643733,27.37640017271043,27.311560432116192,214.16999829440147,27.392332295576736,27.349128670990467,27.0855900645256,-139.80676247147596,28.217581622302532,26.574903359015778,27.1065402328968,26.53439811865489,24.615000983079277,28.082294687628746,26.588830967744194,
28.938549041748054,27.708743115266167,28.059321065743767,30.07374234994253,29.648532211780537,32.10123905169646,233.20171009714198,28.390578289826713,209.08897067684595,28.47608516613642,166.11605065308981,27.81721870104473,27.796803812185924,218.01463941676855,27.946457604567215,27.840838447213173,27.347365915775296,-135.86642954174343,28.810883328318596,27.13057293494542,27.591722766558327,26.980208555857345,25.442245066165928,28.56180300563574,27.125676393508915,
29.546947360038764,28.138942897319797,28.56053016583125,30.599129875501003,30.205716570218392,32.81202377601055,237.41492438363872,28.916126211484276,213.10625050996288,28.89164316654205,169.252237066804,28.21358899275463,28.45475127299627,221.94139516303022,28.33025411764781,28.39753830432892,27.7705602645874,-131.92609723639976,29.286078348755836,27.554336855808888,28.348732918500897,27.491815189520523,25.83825304110845,29.11362175643444,27.62248168389003,
30.021306484937675,28.38169501225154,29.17688924074173,30.911997715632126,30.71977094809213,33.31690624069745,241.5821071774145,29.44358954826991,216.84294808272395,29.38232290744781,172.18199580925153,28.594381550947837,28.65885756413142,225.82950185024674,28.89416267474493,28.79146710038185,28.276838839054104,-127.98576533788035,29.768905609846115,27.853216558694832,28.727185388406113,27.992996593316402,26.45514035224915,29.545464269816875,27.912927567958835,
30.6085275510947,28.72670064369838,29.463143229484558,31.71409847338995,31.336226205031064,33.815006411721214,245.74763401637506,30.172464211781822,220.56908105264492,29.910702526569363,175.10479212856785,28.844918847084056,29.066231111685436,229.7163189314391,29.398106217384345,29.280096404254436,28.51718437671661,-124.04543368640157,30.248105138540268,28.30683098236719,29.14169507225354,28.583946208159134,26.94732209046682,30.06104403734207,28.61491852998734,
31.03175807992618,29.334765036900844,29.987064599990845,32.25287159283957,31.67084729671477,34.462514290909816,249.94759594670143,30.38265532255173,224.50876790917053,30.394563992818192,178.17858828901035,29.132667044798545,29.604969660441082,233.63130059018488,29.708180189132698,29.83600188791752,28.79124009609222,-120.10510216722678,30.703657872974873,28.919148564338677,29.716075579325352,28.956163922945663,27.502075036366783,30.599034167826176,29.063660164674125,
31.387144138415664,29.812520424524948,30.233661552270252,32.5187900265058,32.05357613166172,34.95444039195895,254.11160783597387,30.844305932521824,228.22521472397466,31.100795209407803,181.09503786024095,29.78664580980938,29.858709355195366,237.5169428577098,30.04916143417359,30.282325327396393,29.299889167149857,-116.16477070024085,31.28462839871645,29.38258042931556,30.04491210977236,29.593711872895565,28.379628320535026,31.037388458848,29.58291170994441,
31.795872350533813,29.996746997038528,30.649847070376076,32.990420937538154,32.529358367125184,35.5224247937367,258.2937795054632,31.52235805988312,232.05632865595828,31.590038359165188,184.08909076249597,30.139694511890422,30.335663259029392,241.41699658593419,30.959740638732917,30.731886334717274,30.024154186248776,-112.22443923126518,31.824034549295902,30.082958350578938,30.958400249481194,30.343245168526973,28.909591297308605,31.61436927318573,30.013175566991173,
32.12701722979546,30.294998188813533,31.338930149873097,33.8273088335991,32.95378786325454,36.0282707827771,262.46119685095374,32.196017464001976,235.7945213681573,32.19313017527262,187.0198380401763,30.32138470808666,30.694173951943718,245.3052860741224,31.359725634257007,31.315709814429283,30.6208777030309,-108.28410772391696,32.51662580668926,30.78206168611844,31.237552613019936,30.874940454959876,29.626182397206627,32.117274045944214,30.518875320752464,
32.68767208854358,30.76799905300141,31.736669560273487,34.454192956288665,33.3828962445259,36.388864624511264,266.5913256388485,32.80089751879375,239.2899725413115,32.678166707356766,189.7993699139551,30.843239347140006,31.248751421769462,249.16574363619088,31.95579703648886,31.756432972848415,30.955408553282414,-104.34377615587745,32.78763870149851,31.219679504632946,31.54646358887354,31.23949962854386,29.927996834119163,32.74880722910166,31.145418306191765,
